starttime	seconds	ctime	dtime	ttime	wait
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	43
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	13
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	33
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	34
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	36
Fri Feb 28 10:34:51 2025	1740713691	0	64	64	11
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	22
Fri Feb 28 10:34:58 2025	1740713698	0	64	64	46
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	51
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	35
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	42
Fri Feb 28 10:34:59 2025	1740713699	2	61	64	44
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	48
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	22
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	34
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	35
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	17
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	34
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	51
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	13
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	17
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	17
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	18
Fri Feb 28 10:34:51 2025	1740713691	1	62	64	18
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	22
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	36
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	50
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	56
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	20
Fri Feb 28 10:34:56 2025	1740713696	3	60	64	26
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	33
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	33
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	36
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	37
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	42
Fri Feb 28 10:34:57 2025	1740713697	2	61	64	42
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	42
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	50
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	36
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	36
Fri Feb 28 10:34:58 2025	1740713698	0	63	64	46
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	46
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	16
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	27
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	36
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	15
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	37
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	43
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	16
Fri Feb 28 10:34:55 2025	1740713695	2	62	64	20
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	31
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	28
Fri Feb 28 10:35:01 2025	1740713701	1	62	64	37
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	50
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	14
Fri Feb 28 10:34:55 2025	1740713695	2	62	64	20
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	41
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	23
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	49
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	26
Fri Feb 28 10:34:51 2025	1740713691	2	61	64	24
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	51
Fri Feb 28 10:34:51 2025	1740713691	0	64	64	12
Fri Feb 28 10:34:51 2025	1740713691	2	61	64	24
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	21
Fri Feb 28 10:34:51 2025	1740713691	2	61	64	23
Fri Feb 28 10:34:51 2025	1740713691	2	61	64	24
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	25
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	35
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	36
Fri Feb 28 10:34:51 2025	1740713691	0	63	64	12
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	48
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	21
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	14
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	21
Fri Feb 28 10:34:57 2025	1740713697	4	59	64	30
Fri Feb 28 10:34:59 2025	1740713699	1	62	64	50
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	56
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	36
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	54
Fri Feb 28 10:34:51 2025	1740713691	1	62	64	18
Fri Feb 28 10:34:51 2025	1740713691	1	62	64	19
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	52
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	54
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	13
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	14
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	17
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	26
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	36
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:34:51 2025	1740713691	1	63	64	15
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	19
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	37
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	37
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	47
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	53
Fri Feb 28 10:34:51 2025	1740713691	0	63	64	12
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	27
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	27
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	37
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	20
Fri Feb 28 10:34:57 2025	1740713697	5	59	64	30
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	38
Fri Feb 28 10:34:56 2025	1740713696	2	61	64	39
Fri Feb 28 10:34:55 2025	1740713695	2	62	64	52
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	25
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	25
Fri Feb 28 10:35:01 2025	1740713701	1	62	64	37
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	53
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	37
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	37
Fri Feb 28 10:34:51 2025	1740713691	2	62	64	20
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	40
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	38
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	42
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	38
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	40
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	48
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	27
Fri Feb 28 10:34:56 2025	1740713696	2	61	64	39
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	38
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	38
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	41
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	39
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	39
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	27
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	41
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	41
Fri Feb 28 10:34:59 2025	1740713699	1	62	64	51
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	41
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	55
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	27
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	48
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	38
Fri Feb 28 10:34:58 2025	1740713698	1	62	64	38
Fri Feb 28 10:34:59 2025	1740713699	0	64	64	55
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	38
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	27
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	47
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	54
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	28
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	18
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	56
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	28
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	38
Fri Feb 28 10:34:55 2025	1740713695	2	62	64	52
Fri Feb 28 10:34:57 2025	1740713697	3	60	64	37
Fri Feb 28 10:34:57 2025	1740713697	3	60	64	38
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	41
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	48
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	38
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	37
Fri Feb 28 10:35:01 2025	1740713701	2	61	64	39
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	27
Fri Feb 28 10:35:01 2025	1740713701	2	61	64	39
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	55
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	39
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	42
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	55
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	27
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	43
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	43
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:55 2025	1740713695	2	62	64	49
Fri Feb 28 10:34:59 2025	1740713699	2	61	64	46
Fri Feb 28 10:35:01 2025	1740713701	1	63	64	48
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:58 2025	1740713698	1	62	64	39
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	29
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	40
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	45
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	51
Fri Feb 28 10:34:51 2025	1740713691	3	60	64	30
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	57
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	29
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	46
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	28
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	40
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	44
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	39
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	40
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	41
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	55
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	46
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	41
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	27
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	47
Fri Feb 28 10:34:56 2025	1740713696	1	62	64	48
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	30
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	18
Fri Feb 28 10:35:01 2025	1740713701	1	62	64	47
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	55
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	55
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	45
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	26
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	42
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	32
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	45
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	48
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	39
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	40
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	46
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	26
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	30
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	43
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	40
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	40
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	40
Fri Feb 28 10:34:55 2025	1740713695	2	61	64	49
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	49
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	47
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	48
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	31
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	18
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	31
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	43
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	52
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	41
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	28
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	43
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	41
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	53
Fri Feb 28 10:34:51 2025	1740713691	4	60	64	32
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	56
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	56
Fri Feb 28 10:34:59 2025	1740713699	3	61	64	46
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	53
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	47
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	26
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	26
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	33
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	41
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	42
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	41
Fri Feb 28 10:34:57 2025	1740713697	0	64	64	41
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	28
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	57
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	56
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	44
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	46
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	25
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	44
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:57 2025	1740713697	0	64	64	40
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	51
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	42
Fri Feb 28 10:35:01 2025	1740713701	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	49
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	50
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	51
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	51
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	42
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	49
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	55
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	33
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	48
Fri Feb 28 10:34:59 2025	1740713699	3	61	64	46
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	48
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	25
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	42
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	46
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	19
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	44
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	55
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	55
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	42
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	47
Fri Feb 28 10:34:57 2025	1740713697	0	64	64	40
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	45
Fri Feb 28 10:34:58 2025	1740713698	1	64	64	57
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	50
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	42
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	48
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	48
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	47
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	43
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	47
Fri Feb 28 10:34:57 2025	1740713697	1	64	64	40
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	34
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	25
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	43
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	40
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	46
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	45
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	34
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:59 2025	1740713699	3	61	64	45
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	47
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	45
Fri Feb 28 10:34:58 2025	1740713698	0	64	64	58
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	47
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	19
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:55 2025	1740713695	4	60	64	29
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	3	62	64	44
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	43
Fri Feb 28 10:34:58 2025	1740713698	3	62	64	44
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	42
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	42
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	52
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	52
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	42
Fri Feb 28 10:34:58 2025	1740713698	2	62	64	46
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	48
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	48
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	51
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	46
Fri Feb 28 10:34:57 2025	1740713697	2	63	64	42
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	28
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	43
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	44
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	44
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	51
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	44
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	45
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	43
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	28
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	41
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	42
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	43
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	43
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	46
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	42
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	24
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	26
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	29
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	41
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	50
Fri Feb 28 10:34:57 2025	1740713697	3	61	64	43
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	51
Fri Feb 28 10:34:57 2025	1740713697	2	63	64	52
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	24
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	41
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	50
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	35
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	35
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	50
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	40
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	39
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	39
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	40
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	31
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	27
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	31
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	31
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	38
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	38
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	27
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	25
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	46
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	37
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	4	61	64	37
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	53
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	28
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	29
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	49
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	29
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	29
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	30
Fri Feb 28 10:34:57 2025	1740713697	3	62	64	43
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	45
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	28
Fri Feb 28 10:34:56 2025	1740713696	3	62	64	29
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	40
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	44
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	30
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	35
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	36
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	36
Fri Feb 28 10:34:58 2025	1740713698	1	63	64	55
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	31
Fri Feb 28 10:34:57 2025	1740713697	4	60	64	47
Fri Feb 28 10:34:58 2025	1740713698	3	61	64	46
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	50
Fri Feb 28 10:34:56 2025	1740713696	3	61	64	30
Fri Feb 28 10:34:59 2025	1740713699	3	61	64	45
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	24
Fri Feb 28 10:34:55 2025	1740713695	3	61	64	46
Fri Feb 28 10:34:59 2025	1740713699	2	62	64	47
Fri Feb 28 10:34:56 2025	1740713696	2	63	64	23
Fri Feb 28 10:34:56 2025	1740713696	2	62	64	25
Fri Feb 28 10:34:56 2025	1740713696	2	63	64	23
Fri Feb 28 10:34:56 2025	1740713696	1	63	64	17
Fri Feb 28 10:34:59 2025	1740713699	1	63	64	49
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	32
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	49
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	53
Fri Feb 28 10:34:57 2025	1740713697	1	63	64	54
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	34
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	36
Fri Feb 28 10:34:57 2025	1740713697	2	63	64	53
Fri Feb 28 10:34:56 2025	1740713696	4	60	64	33
Fri Feb 28 10:34:51 2025	1740713691	3	61	64	37
Fri Feb 28 10:34:57 2025	1740713697	2	62	64	49
